NOGA,NOGA2,NOGA1,NOGAfull,NOGAtxt,CH_AS2011,CH_AS2016,CH_AS2021,CH_BE2011,CH_BE2016,CH_BE2021,BS_AS2011,BS_AS2016,BS_AS2021,BS_BE2011,BS_BE2016,BS_BE2021,BS_BE2021num,dCH_AS,dpCH_AS,dBS_AS,dpBS_AS,ddCHBS_AS,dCH_BE,dpCH_BE,dBS_BE,dpBS_BE,ddCHBS_BE,WgroupCH,Wgroup,Sektor,Sektortext,WIDLnum,WIDLtxt,Abteilungnum,Abteilungtxt,AbteiteilungPlusnum,AbteilungPlustxt,I_G_Handelnum,I_G_Handeltxt,I_H_Verkehrnum,I_H_Verkehrtxt,I_K_Finanznum,I_K_Finanztxt,I_M_WissTechnum,I_M_WissTechtxt,I_OP_VerwaltungBildungnum,I_OP_VerwaltungBildungtxt,I_Q_Gesundheitnum,I_Q_Gesundheittxt,I_Logistik(noPerson)num,I_Logistik(noPerson)txt,I_IKTnum,I_IKTtxt,I_Kreislaufwirtschaftnum,I_Kreislaufwirtschafttxt,I3_IKTnum,I3_IKTtxt,I_LSnum,I_LStxt,I_Publikumsorientiertnum,I_Publikumsorientierttxt,I4_Publikumsorientiertnum,I4_Publikumsorientierttxt,I_Kreativwirtschaftnum,I_Kreativwirtschafttxt,I13_Kreativwirtschaft,I13_Kreativwirtschaft,I3_WIDLnum,I3_WIDLtxt
234900,23,2,234900 Herstellung von sonstigen keramischen Erzeugnissen,Herstellung von sonstigen keramischen Erzeugnissen,24,19,22,66,63,46,1-3,1-3,1-3,1-3,1-3,1-3,2,-2,-0.083333333,0,0,0.083333333,-20,-0.303030303,0,0,0.303030303,1,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,11,Kunsthandwerk,0,Keine Dienstleistung
236200,23,2,236200 Herstellung von Gipserzeugnissen für den Bau,Herstellung von Gipserzeugnissen für den Bau,14,12,14,256,248,256,0,0,1-3,0,0,1-3,2,0,0,2,0,0,0,0,2,0,0,3,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
236300,23,2,236300 Herstellung von Frischbeton (Transportbeton),Herstellung von Frischbeton (Transportbeton),143,141,136,1306,1235,1278,0,1-3,1-3,0,1-3,4,4,-7,-0.048951049,2,0,0.048951049,-28,-0.02143951,4,0,0.02143951,3,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
237000,23,2,237000 Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,628,591,518,3081,2872,2538,15,14,17,39,33,35,35,-110,-0.175159236,2,0.133333333,0.308492569,-543,-0.17624148,-4,-0.102564103,0.073677377,2,2,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
239901,23,2,239901 Herstellung von Produkten aus Asphalt,Herstellung von Produkten aus Asphalt,46,43,39,475,396,401,1-3,1-3,1-3,43,38,37,37,-7,-0.152173913,0,0,0.152173913,-74,-0.155789474,-6,-0.139534884,0.01625459,2,2,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
244200,24,2,244200 Erzeugung und erste Bearbeitung von Aluminium,Erzeugung und erste Bearbeitung von Aluminium,32,33,32,1689,1558,1994,0,0,1-3,0,0,1-3,2,0,0,2,0,0,305,0.180580225,2,0,-0.180580225,4,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
251100,25,2,251100 Herstellung von Metallkonstruktionen,Herstellung von Metallkonstruktionen,1039,1089,1174,11982,11914,12655,15,13,15,32,41,62,62,135,0.129932628,0,0,-0.129932628,673,0.056167585,30,0.9375,0.881332415,4,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
251200,25,2,251200 Herstellung von Ausbauelementen aus Metall,Herstellung von Ausbauelementen aus Metall,505,476,406,6499,5918,5496,7,5,1-3,26,21,22,22,-99,-0.196039604,-5,-0.714285714,-0.51824611,-1003,-0.154331436,-4,-0.153846154,0.000485282,2,2,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
256100,25,2,256100 Oberflächenveredlung und Wärmebehandlung,Oberflächenveredlung und Wärmebehandlung,667,612,587,8591,7628,7900,1-3,5,1-3,10,13,1-3,2,-80,-0.11994003,0,0,0.11994003,-691,-0.080433011,-8,-0.8,-0.719566989,2,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
256201,25,2,256201 Mechanische Werkstätten,Mechanische Werkstätten,3545,3303,3109,28745,27020,27407,31,29,21,150,170,112,112,-436,-0.122990127,-10,-0.322580645,-0.199590518,-1338,-0.046547226,-38,-0.253333333,-0.206786108,2,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
256202,25,2,256202 Schlossereien,Schlossereien,999,930,817,4238,4047,3778,15,14,12,38,45,46,46,-182,-0.182182182,-3,-0.2,-0.017817818,-460,-0.108541765,8,0.210526316,0.319068081,2,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
257100,25,2,257100 Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,32,32,41,1293,1221,1365,1-3,1-3,1-3,1-3,1-3,1-3,2,9,0.28125,0,0,-0.28125,72,0.055684455,0,0,-0.055684455,4,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
261100,26,2,261100 Herstellung von elektronischen Bauelementen,Herstellung von elektronischen Bauelementen,419,376,364,20416,17866,19006,1-3,1-3,1-3,498,262,152,152,-55,-0.131264916,0,0,0.131264916,-1410,-0.06906348,-346,-0.694779116,-0.625715637,2,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,1,IKT-Herstellung,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
262000,26,2,262000 Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,71,62,76,1142,1021,1201,1-3,1-3,1-3,1-3,1-3,1-3,2,5,0.070422535,0,0,-0.070422535,59,0.051663748,0,0,-0.051663748,4,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,1,IKT-Herstellung,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
264000,26,2,264000 Herstellung von Geräten der Unterhaltungselektronik,Herstellung von Geräten der Unterhaltungselektronik,63,61,68,415,448,540,1-3,1-3,1-3,1-3,1-3,1-3,2,5,0.079365079,0,0,-0.079365079,125,0.301204819,0,0,-0.301204819,5,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,1,IKT-Herstellung,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,13,Phonotechnischer Markt,0,Keine Dienstleistung
265100,26,2,"265100 Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen","Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen",370,347,355,15327,15103,16832,5,5,7,253,290,172,172,-15,-0.040540541,2,0.4,0.440540541,1505,0.098192732,-81,-0.320158103,-0.418350835,4,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Life Sciences,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
265201,26,2,265201 Herstellung und Zusammensetzung von Uhren,Herstellung und Zusammensetzung von Uhren,542,491,475,22493,24141,24347,1-3,1-3,1-3,10,14,13,13,-67,-0.123616236,0,0,0.123616236,1854,0.082425644,3,0.3,0.217574356,4,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
266000,26,2,266000 Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,172,136,132,10837,12168,13031,7,6,4,195,374,464,464,-40,-0.23255814,-3,-0.428571429,-0.196013289,2194,0.202454554,269,1.379487179,1.177032626,5,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Life Sciences,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
274000,27,2,274000 Herstellung von elektrischen Lampen und Leuchten,Herstellung von elektrischen Lampen und Leuchten,196,186,181,2688,2358,1827,8,6,5,386,400,280,280,-15,-0.076530612,-3,-0.375,-0.298469388,-861,-0.3203125,-106,-0.274611399,0.045701101,1,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
282100,28,2,282100 Herstellung von Öfen und Brennern,Herstellung von Öfen und Brennern,100,84,74,1084,859,762,0,1-3,1-3,0,1-3,1-3,2,-26,-0.26,2,0,0.26,-322,-0.29704797,2,0,0.29704797,1,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
282200,28,2,282200 Herstellung von Hebezeugen und Fördermitteln,Herstellung von Hebezeugen und Fördermitteln,140,134,115,6124,5978,5946,1-3,1-3,1-3,1-3,8,6,6,-25,-0.178571429,0,0,0.178571429,-178,-0.02906597,4,2,2.02906597,3,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
282500,28,2,"282500 Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt","Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt",186,173,159,4297,4315,4565,1-3,4,4,59,50,56,56,-27,-0.14516129,2,1,1.14516129,268,0.062369095,-3,-0.050847458,-0.113216552,4,2,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
282900,28,2,282900 Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.,Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.,432,416,443,12218,12062,12746,1-3,1-3,5,1-3,8,16,16,11,0.025462963,3,1.5,1.474537037,528,0.043214929,14,7,6.956785071,4,5,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
284900,28,2,284900 Herstellung von sonstigen Werkzeugmaschinen,Herstellung von sonstigen Werkzeugmaschinen,210,181,159,5888,5536,5542,1-3,1-3,1-3,7,8,5,5,-51,-0.242857143,0,0,0.242857143,-346,-0.058763587,-2,-0.285714286,-0.226950699,2,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
289600,28,2,289600 Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk,Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk,133,106,94,4663,3665,3240,0,0,1-3,0,0,5,5,-39,-0.293233083,2,0,0.293233083,-1423,-0.305168347,5,0,0.305168347,1,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
289902,28,2,289902 Sonstige Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.,Sonstige Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.,199,201,194,3273,3247,3398,4,1-3,1-3,26,10,14,14,-5,-0.025125628,-2,-0.5,-0.474874372,125,0.038191262,-12,-0.461538462,-0.499729723,4,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
293200,29,2,293200 Herstellung von sonstigen Teilen und sonstigem Zubehör für Automobile,Herstellung von sonstigen Teilen und sonstigem Zubehör für Automobile,104,102,98,1796,1855,1234,1-3,1-3,1-3,1-3,1-3,1-3,2,-6,-0.057692308,0,0,0.057692308,-562,-0.312917595,0,0,0.312917595,1,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
301100,30,3,301100 Schiffbau (ohne Boots- und Yachtbau),Schiffbau (ohne Boots- und Yachtbau),18,21,21,42,108,148,1-3,1-3,1-3,1-3,1-3,1-3,2,3,0.166666667,0,0,-0.166666667,106,2.523809524,0,0,-2.523809524,5,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
309201,30,3,309201 Herstellung von Fahrrädern,Herstellung von Fahrrädern,33,34,45,399,380,904,1-3,0,1-3,5,0,1-3,2,12,0.363636364,0,0,-0.363636364,505,1.26566416,-3,-0.6,-1.86566416,5,1,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
310200,31,3,310200 Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau),Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau),245,218,190,3020,2618,2651,1-3,1-3,1-3,1-3,7,1-3,2,-55,-0.224489796,0,0,0.224489796,-369,-0.12218543,0,0,0.12218543,2,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
310300,31,3,310300 Herstellung von Matratzen,Herstellung von Matratzen,21,16,16,719,494,455,1-3,1-3,1-3,35,29,34,34,-5,-0.238095238,0,0,0.238095238,-264,-0.367176634,-1,-0.028571429,0.338605206,1,3,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
310900,31,3,310900 Herstellung von sonstigen Möbeln,Herstellung von sonstigen Möbeln,619,632,637,4494,4071,3968,14,14,12,24,24,22,22,18,0.02907916,-2,-0.142857143,-0.171936303,-526,-0.117044949,-2,-0.083333333,0.033711615,2,2,2,"Sekundärsektor (Industrieller Sektor, Produktion)",0,Keine Dienstleistung,C,VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN,ABDE_CRest,"Sektor 1,2 (ohne Pharma, Chemie, Bau)",0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,0,Keine Dienstleistung
